"Account Name","Opportunity Name","Stage","Fiscal Period","Amount","Probability (%)","Close Date","Created Date","Next Step","Lead Source","Type","Primary Contact","Account ID","Contact: Email","Contact: Title"
"Verizon Wireless Bloomington Staging","SaaS: Financials Implementation","Meet & Present","Q1-2025","31968.88","20","3/8/2025","1/12/2025","Demonstrate product features to the CFO","Event","Renewal","Chris Harris","001Hu00003XRhnq","chris.harris@verizonwirelessbloomingtonstaging.com","VP of Marketing"
"VERIZON FEDERAL","OCI: Networking Implementation","Propose","Q1-2025","57518.53","47","3/8/2025","1/12/2025","Review the proposal with the Product Manager","Event","Expansion","Aurora Allen","001Hu00003XRhra","aurora.allen@verizonfederal.com","Executive Director"
"Verizon Digital Media","PaaS: Integration Cloud Upgrade Proposal","Closed Lost","Q1-2025","63226.85","1","3/8/2025","1/12/2025","Plan re-engagement strategy with the CTO","Web","Expansion","Elena Bryant","001Hu00003XRhu2","elena.bryant@verizondigitalmedia.com","CRO"
"Boeing Training and Flight Services","SaaS: HCM Upgrade Proposal","Closed Won","Q1-2025","15230.11","99","3/8/2025","1/12/2025","Set up a kickoff meeting with the CEO","Web","Expansion","Autumn Carter","001Hu00003XRhqv","autumn.carter@boeingtrainingandflightservices.com","Regional Director"
"TARGETBASE MARKETING","SaaS: ERP Expansion Project","Closed Won","Q1-2025","29857.01","97","3/8/2025","1/12/2025","Prepare onboarding materials for the CTO","Event","Expansion","Elijah Henry","001Hu00003XRhqB","elijah.henry@targetbasemarketing.com","VP of Engineering"
"BOEING COMMERCIAL AIRPLANE","OCI: IaaS Upgrade Proposal","Closed Won","Q1-2025","79983.80","97","3/8/2025","1/12/2025","Set up a kickoff meeting with the CTO","Referral","Renewal","Rose Chandler","001Hu00003XRhwI","rose.chandler@boeingcommercialairplane.com","VP of Operations"
"Chevron Texaco Eploration & Production","PaaS: Integration Cloud Upgrade Proposal","Negotiate","Q1-2025","13428.01","73","3/9/2025","1/12/2025","Negotiate terms with the CTO","Social Media","New Business","","001Hu00003XRhpa","",""
"Applegate Farms, LLC","OCI: Storage Upgrade Proposal","Qualify","Q1-2025","58172.50","10","3/9/2025","1/12/2025","Schedule an initial call with the CTO","Event","Expansion","","001Hu00003XRhsA","",""
"Microsoft BPOS","OCI: Networking Upgrade Proposal","Propose","Q1-2025","276280.22","45","3/9/2025","1/12/2025","Send a proposal to the CTO","Cold Call","Renewal","Evelyn Bernard","001Hu00003XRhoD","evelyn.bernard@microsoftbpos.com","CRO"
"CSC - Boeing Company","PaaS: Analytics Cloud Expansion Project","Propose","Q1-2025","24986.82","55","3/9/2025","1/12/2025","Review the proposal with the CRO","Referral","Expansion","Cooper Fleming","001Hu00003XRhsd","cooper.fleming@csc-boeingcompany.com","Director of Engineering"
"Verizon New York Inc","SaaS: SCM Implementation","Meet & Present","Q1-2025","229956.53","25","3/9/2025","1/12/2025","Demonstrate product features to the Product Manager","Event","Expansion","Miles Cabrera","001Hu00003XRhvM","miles.cabrera@verizonnewyorkinc.com","Director of Operations"
"Verizon Maryland Inc","SaaS: ERP Upgrade Proposal","Closed Lost","Q1-2025","167943.74","3","3/9/2025","1/12/2025","Analyze reasons for loss with the CTO","Event","Expansion","Dylan Coffey","001Hu00003XRhrO","dylan.coffey@verizonmarylandinc.com","VP of Engineering"
"Verizon Select Services Inc.","OCI: Autonomous Database Adoption Initiative","Closed Won","Q1-2025","39940.61","96","3/9/2025","1/12/2025","Set up a kickoff meeting with the CEO","Social Media","Renewal","","001Hu00003XRhnQ","",""
"IBM Internet Security Systems","SaaS: SCM Expansion Project","Closed Won","Q1-2025","38430.22","99","3/9/2025","1/12/2025","Send a thank-you note to the Director of Operations","Cold Call","New Business","Vincent Burgess","001Hu00003XRhs9","vincent.burgess@ibminternetsecuritysystems.com","VP of Sales"
"AT&T Public Sector Solutions","OCI: Compute Adoption Initiative","Closed Won","Q1-2025","247399.73","95","3/9/2025","1/12/2025","Send a thank-you note to the CEO","Social Media","Expansion","","001Hu00003XRhtN","",""
"AT&T ENTERPRISE","SaaS: HCM Adoption Initiative","Closed Won","Q1-2025","14276.96","98","3/9/2025","1/12/2025","Send a thank-you note to the CTO","Event","Expansion","","001Hu00003XRhql","",""
"COMCAST CABLE COMMUNICATIONS MANAGEMENT","PaaS: Blockchain Adoption Initiative","Closed Won","Q1-2025","16479.09","97","3/9/2025","1/12/2025","Send a thank-you note to the VP of Sales","Referral","Expansion","Phoenix Casey","001Hu00003XRhtw","phoenix.casey@comcastcablecommunicationsmanagement.com","Executive Director"
"Citigroup Financial Products, Inc","PaaS: IoT Cloud Implementation","Negotiate","Q1-2025","58727.91","78","3/10/2025","1/12/2025","Negotiate terms with the CRO","Social Media","Renewal","","001Hu00003XRhvw","",""
"AT&T,Inc","OCI: Networking Upgrade Proposal","Qualify","Q1-2025","23242.55","6","3/10/2025","1/12/2025","Send introduction email to the CTO","Event","Renewal","","001Hu00003XRhue","",""
"Nike, Inc (HR)","PaaS: Integration Cloud Expansion Project","Negotiate","Q1-2025","46852.51","73","3/10/2025","1/12/2025","Finalize contract details with the Product Manager","Event","New Business","","001Hu00003XRho0","",""
"JOHNSON & JOHNSON ORTHO CLINICAL DIAGNOSTICS","SaaS: CX Upgrade Proposal","Propose","Q1-2025","35717.97","52","3/10/2025","1/12/2025","Send a proposal to the CEO","Cold Call","New Business","","001Hu00003XRhvi","",""
"Microsoft Store","SaaS: ERP Expansion Project","Propose","Q1-2025","52050.64","45","3/10/2025","1/12/2025","Send a proposal to the CFO","Cold Call","Renewal","Adam Cooke","001Hu00003XRhqX","adam.cooke@microsoftstore.com","Director of Product"
"AT&T Diversified Group","OCI: Autonomous Database Upgrade Proposal","Propose","Q1-2025","17576.41","48","3/10/2025","1/12/2025","Discuss pricing options with the Product Manager","Web","Expansion","","001Hu00003XRhq4","",""
"Amazon Fulfillment Services, Inc","PaaS: Blockchain Upgrade Proposal","Qualify","Q1-2025","34220.64","15","3/10/2025","1/12/2025","Send introduction email to the CFO","Cold Call","Expansion","","001Hu00003XRho6","",""
"IBM WORLD TRADE CORPORATION","SaaS: SCM Upgrade Proposal","Closed Won","Q1-2025","269658.84","96","3/10/2025","1/12/2025","Set up a kickoff meeting with the VP of Sales","Cold Call","Renewal","Hope Bradley","001Hu00003XRhqe","hope.bradley@ibmworldtradecorporation.com","CEO"
"Citizens Nursing Home (inc)","OCI: Compute Adoption Initiative","Propose","Q1-2025","313273.80","45","3/11/2025","1/12/2025","Review the proposal with the CTO","Cold Call","New Business","Ava Booth","001Hu00003XRhtk","ava.booth@citizensnursinghome.com","Director of Operations"
"Citigroup Investment Research","OCI: Compute Upgrade Proposal","Negotiate","Q1-2025","19990.51","73","3/11/2025","1/12/2025","Resolve open concerns with the Director of Operations","Social Media","Renewal","Asher Bentley","001Hu00003XRhsr","asher.bentley@citigroupinvestmentresearch.com","Director of Operations"
"AMI Metals","OCI: IaaS Upgrade Proposal","Qualify","Q1-2025","6284.77","12","3/11/2025","1/12/2025","Gather requirements from the VP of Sales","Cold Call","New Business","Lucy Chaney","001Hu00003XRhvz","lucy.chaney@amimetals.com","Director of Product"
"Verizon Business (CPE Reseller) North America","OCI: Autonomous Database Upgrade Proposal","Qualify","Q1-2025","136154.63","7","3/11/2025","1/12/2025","Send introduction email to the Director of Operations","Web","New Business","Scarlett Buck","001Hu00003XRhr1","scarlett.buck@verizonbusinessnorthamerica.com","Director of Operations"
"AT&T HOUSTON GVOIP UPG","OCI: Storage Adoption Initiative","Meet & Present","Q1-2025","373766.16","22","3/11/2025","1/12/2025","Hold a meeting with the CEO to present our solution","Cold Call","Expansion","","001Hu00003XRhv3","",""
"Euro Disney Associes SCA","PaaS: Analytics Cloud Expansion Project","Meet & Present","Q1-2025","30079.59","25","3/11/2025","1/12/2025","Demonstrate product features to the Director of Operations","Referral","New Business","Seth Baker","001Hu00003XRhsj","seth.baker@eurodisneyassociessca.com","Director of Product"
"AT&T Public Sector Solutions","OCI: IaaS Implementation","Closed Lost","Q1-2025","17225.27","2","3/11/2025","1/12/2025","Analyze reasons for loss with the VP of Sales","Web","New Business","","001Hu00003XRhtN","",""
"JP MORGAN INVEST, LLC","SaaS: EPM Implementation","Closed Lost","Q1-2025","83377.30","2","3/11/2025","1/12/2025","Analyze reasons for loss with the CFO","Referral","Renewal","","001Hu00003XRhnK","",""
"Verizon Select Services Inc.","PaaS: Generative AI Implementation","Negotiate","Q1-2025","17893.01","73","3/12/2025","1/12/2025","Resolve open concerns with the Product Manager","Event","Renewal","","001Hu00003XRhnQ","",""
"Pfizer inc Chesterfield","PaaS: Analytics Cloud Implementation","Qualify","Q1-2025","88237.51","11","3/12/2025","1/12/2025","Gather requirements from the VP of Sales","Referral","Expansion","Rachel Bauer","001Hu00003XRhud","rachel.bauer@pfizerincchesterfield.com","VP of Engineering"
"BOEING COMMERCIAL AIRPLANE","SaaS: HCM Implementation","Propose","Q1-2025","286230.78","55","3/12/2025","1/12/2025","Review the proposal with the CTO","Web","Renewal","Theodore Cooper","001Hu00003XRhwI","theodore.cooper@boeingcommercialairplane.com","Director of Product"
"JOHNSON & JOHNSON INC., MGRS.","SaaS: SCM Upgrade Proposal","Meet & Present","Q1-2025","94206.39","30","3/12/2025","1/12/2025","Hold a meeting with the CRO to present our solution","Web","New Business","","001Hu00003XRhnE","",""
"Comcast Cable Oaks","SaaS: ERP Adoption Initiative","Meet & Present","Q1-2025","209266.98","28","3/12/2025","1/12/2025","Demonstrate product features to the Director of Operations","Social Media","Expansion","Willow Bates","001Hu00003XRhwH","willow.bates@comcastcableoaks.com","Regional Director"
"Target Integrated Procurement Process","OCI: IaaS Implementation","Closed Lost","Q1-2025","484427.40","2","3/12/2025","1/12/2025","Document feedback from the CTO","Cold Call","New Business","Hope Bowers","001Hu00003XRhnW","hope.bowers@targetintegratedprocurementprocess.com","CMO"
"Morgan Stanley & Co Incorporated","PaaS: Analytics Cloud Upgrade Proposal","Closed Lost","Q1-2025","77504.91","2","3/12/2025","1/12/2025","Analyze reasons for loss with the CEO","Web","Expansion","","001Hu00003XRhrC","",""
"AT&T for SSA","SaaS: HCM Upgrade Proposal","Closed Lost","Q1-2025","229924.91","5","3/12/2025","1/12/2025","Analyze reasons for loss with the Product Manager","Cold Call","New Business","","001Hu00003XRhv8","",""
"IBM  Delivery Center","PaaS: Integration Cloud Expansion Project","Closed Won","Q1-2025","77410.95","98","3/12/2025","1/12/2025","Send a thank-you note to the CTO","Cold Call","New Business","Kai Cameron","001Hu00003XRhqj","kai.cameron@ibmdeliverycenter.com","Director of Marketing"
"VERIZON WIRELESS","OCI: Networking Adoption Initiative","Closed Won","Q1-2025","11604.81","96","3/12/2025","1/12/2025","Prepare onboarding materials for the Director of Operations","Event","Expansion","Owen Bates","001Hu00003XRhpw","owen.bates@verizonwireless.com","VP of Operations"
"IBM Resiliency Services","OCI: Autonomous Database Implementation","Negotiate","Q1-2025","297997.29","70","3/13/2025","1/12/2025","Negotiate terms with the CEO","Web","Expansion","Ava Blake","001Hu00003XRhnC","ava.blake@ibmresiliencyservices.com","CMO"
"VISTAKON DIVISION OF JOHNSON & JOHNSON","SaaS: CX Upgrade Proposal","Propose","Q1-2025","28035.17","46","3/13/2025","1/12/2025","Send a proposal to the Product Manager","Social Media","New Business","","001Hu00003XRhoN","",""
"Citigroup Derivatives Market Inc","Data Cloud","Meet & Present","Q1-2025","160000.00","25","3/13/2025","1/12/2025","We are meeting with the VP of Marketing to determine scope of meeting and date","","","","001Hu00003XRhvm","",""
"Comcast Cable","OCI: Compute Upgrade Proposal","Meet & Present","Q1-2025","72755.94","21","3/13/2025","1/12/2025","Demonstrate product features to the Product Manager","Cold Call","Expansion","Luna Warren","001Hu00003XRhoL","luna.warren@comcastcable.com","Director of Engineering"
"AT&T Services, Inc. on behalf of its Affiliate AT&","SaaS: SCM Implementation","Qualify","Q1-2025","20885.61","7","3/13/2025","1/12/2025","Schedule an initial call with the VP of Sales","Cold Call","Expansion","","001Hu00003XRhrb","",""
"Apple Inc","OCI: Compute Upgrade Proposal","Qualify","Q1-2025","394541.84","5","3/13/2025","1/12/2025","Schedule an initial call with the CTO","Social Media","New Business","Harper Chandler","001Hu00003XRhrk","harper.chandler@appleinc.com","VP of Operations"
"DISNEYLAND RESORT","PaaS: Generative AI Implementation","Meet & Present","Q1-2025","85153.84","21","3/13/2025","1/12/2025","Discuss initial feedback with the VP of Sales","Referral","Renewal","Michael Stewart","001Hu00003XRhr6","michael.stewart@disneylandresort.com","Director of Marketing"
"IBM - EMS (CommonStore)","OCI: Storage Upgrade Proposal","Negotiate","Q1-2025","9783.09","71","3/13/2025","1/12/2025","Resolve open concerns with the CRO","Cold Call","Renewal","Archer Bright","001Hu00003XRhpE","archer.bright@ibm-ems.com","VP of Product"
"PFIZER CENTRAL RESEARCH","PaaS: Generative AI Implementation","Meet & Present","Q1-2025","63286.21","25","3/13/2025","1/12/2025","Demonstrate product features to the VP of Sales","Event","Expansion","Michelle Blair","001Hu00003XRhrT","michelle.blair@pfizercentralresearch.com","Director of Product"
"Nike Apparel","SaaS: ERP Implementation","Qualify","Q1-2025","8195.19","7","3/13/2025","1/12/2025","Schedule an initial call with the CFO","Event","Expansion","Mason Tucker","001Hu00003XRhrP","mason.tucker@nikeapparel.com","VP of Product"
"Citifinancial Mortgage Company, Inc.","OCI: Compute Implementation","Closed Lost","Q1-2025","231600.18","0","3/13/2025","1/12/2025","Document feedback from the CFO","Referral","New Business","","001Hu00003XRhtP","",""
"Boeing Service Group","PaaS: Analytics Cloud Expansion Project","Closed Lost","Q1-2025","228457.14","4","3/13/2025","1/12/2025","Analyze reasons for loss with the VP of Sales","Referral","Expansion","Jade Davis","001Hu00003XRhtr","jade.davis@boeingservicegroup.com","CEO"
"AT&T Messaging","SaaS: CX Implementation","Propose","Q1-2025","114937.02","48","3/14/2025","1/12/2025","Review the proposal with the CEO","Event","Expansion","","001Hu00003XRhno","",""
"Verizon Logistics","PaaS: Generative AI Expansion Project","Qualify","Q1-2025","305862.05","12","3/14/2025","1/12/2025","Schedule an initial call with the CTO","Event","Expansion","Hazel Buckley","001Hu00003XRhuk","hazel.buckley@verizonlogistics.com","Senior Director"
"CHEVRON CHEMICAL","OCI: IaaS Adoption Initiative","Meet & Present","Q1-2025","5548.98","25","3/14/2025","1/12/2025","Hold a meeting with the CEO to present our solution","Cold Call","Renewal","Layla Holmes","001Hu00003XRhtX","layla.holmes@chevronchemical.com","VP of Engineering"
"CITIZENS MEDICAL CENTER","SaaS: SCM Implementation","Meet & Present","Q1-2025","12498.97","21","3/14/2025","1/12/2025","Demonstrate product features to the Product Manager","Social Media","Renewal","Blake Burks","001Hu00003XRhoy","blake.burks@citizensmedicalcenter.com","VP of Marketing"
"VERIZON WIRELESS","OCI: Storage Implementation","Meet & Present","Q1-2025","82280.73","26","3/14/2025","1/12/2025","Hold a meeting with the CEO to present our solution","Social Media","Renewal","Lucas Hamilton","001Hu00003XRhpw","lucas.hamilton@verizonwireless.com","VP of Product"
"Verizon Sourcing for the benefit of itself and its Affiliates","PaaS: Generative AI Upgrade Proposal","Qualify","Q1-2025","68344.65","10","3/14/2025","1/12/2025","Schedule an initial call with the CEO","Referral","New Business","Charlotte Tucker","001Hu00003XRhw0","charlotte.tucker@verizonsourcingforthebenefitofitselfanditsaffiliates.com","CIO"
"IBM  Delivery Center","PaaS: Analytics Cloud Upgrade Proposal","Closed Lost","Q1-2025","377516.44","1","3/14/2025","1/12/2025","Document feedback from the CFO","Referral","Expansion","Paisley Black","001Hu00003XRhqj","paisley.black@ibmdeliverycenter.com","VP of Operations"
"IBM SDO","SaaS: CX Implementation","Closed Lost","Q1-2025","52388.75","5","3/14/2025","1/12/2025","Plan re-engagement strategy with the VP of Sales","Referral","Renewal","Rose Coffey","001Hu00003XRhsv","rose.coffey@ibmsdo.com","Senior Director"
"JP MORGAN INVEST, LLC","PaaS: IoT Cloud Upgrade Proposal","Closed Won","Q1-2025","9213.67","100","3/14/2025","1/12/2025","Set up a kickoff meeting with the Director of Operations","Event","New Business","","001Hu00003XRhnK","",""
"THE CHILDRENS PLACE & DISNEY STORE N.A.","PaaS: Blockchain Implementation","Qualify","Q1-2025","113413.80","7","3/15/2025","1/12/2025","Schedule an initial call with the Product Manager","Web","New Business","","001Hu00003XRhsa","",""
"Verizon Tech","SaaS: SCM Upgrade Proposal","Qualify","Q1-2025","96759.67","9","3/15/2025","1/12/2025","Send introduction email to the VP of Sales","Referral","Expansion","Sophia Simpson","001Hu00003XRhui","sophia.simpson@verizontech.com","Executive Director"
"Citi Banamex","OCI: IaaS Expansion Project","Propose","Q1-2025","338821.63","55","3/15/2025","1/12/2025","Review the proposal with the VP of Sales","Social Media","New Business","Liam Brown","001Hu00003XRhn4","liam.brown@citibanamex.com","Director of Product"
"GENERAL MOTORS RESEARCH LABORATORIES","OCI: Networking Upgrade Proposal","Negotiate","Q1-2025","36278.59","75","3/15/2025","1/12/2025","Finalize contract details with the CFO","Cold Call","Renewal","Olivia Beasley","001Hu00003XRhq6","olivia.beasley@generalmotorsresearchlaboratories.com","Director of Product"
"Bank of America Technology","OCI: Compute Upgrade Proposal","Negotiate","Q1-2025","13755.28","77","3/15/2025","1/12/2025","Resolve open concerns with the Director of Operations","Social Media","New Business","Piper Hughes","001Hu00003XRhsp","piper.hughes@bankofamericatechnology.com","Director of Product"
"Goldman Sachs New Jersey LLC","OCI: IaaS Adoption Initiative","Negotiate","Q1-2025","91065.09","77","3/15/2025","1/12/2025","Finalize contract details with the Director of Operations","Referral","Expansion","Jane Watson","001Hu00003XRhq7","jane.watson@goldmansachsnewjerseyllc.com","VP of Marketing"
"Chevron Products Company, a division of Chevron U.S.A. Inc.","OCI: Compute Adoption Initiative","Propose","Q1-2025","120935.20","55","3/15/2025","1/12/2025","Review the proposal with the Product Manager","Event","New Business","","001Hu00003XRhnz","",""
"Verizon broadband","SaaS: ERP Upgrade Proposal","Propose","Q1-2025","8554.75","45","3/15/2025","1/12/2025","Send a proposal to the CTO","Web","Renewal","Chase Bradford","001Hu00003XRhp8","chase.bradford@verizonbroadband.com","VP of Engineering"
"Chevron-ITC Strategic Sourcing","PaaS: Generative AI Expansion Project","Qualify","Q1-2025","386452.24","15","3/15/2025","1/12/2025","Schedule an initial call with the Product Manager","Social Media","New Business","Jane Mason","001Hu00003XRhv1","jane.mason@chevron-itcstrategicsourcing.com","Director of Engineering"
"ExxonMobil Pipeline","SaaS: ERP Expansion Project","Closed Lost","Q1-2025","216112.65","3","3/15/2025","1/12/2025","Plan re-engagement strategy with the CEO","Referral","Expansion","Jude Bush","001Hu00003XRhuV","jude.bush@exxonmobilpipeline.com","Director of Sales"
"Pfizer Inc. GFSS - Americas","SaaS: SCM Upgrade Proposal","Closed Lost","Q1-2025","183473.68","5","3/15/2025","1/12/2025","Plan re-engagement strategy with the CFO","Social Media","Expansion","Ruby Caldwell","001Hu00003XRhpL","ruby.caldwell@pfizerinc.gfss-americas.com","VP of Marketing"
"CITI MORTGAGE","PaaS: Analytics Cloud Expansion Project","Closed Lost","Q1-2025","489100.53","5","3/15/2025","1/12/2025","Analyze reasons for loss with the CRO","Cold Call","Expansion","Isabella Burke","001Hu00003XRhvL","isabella.burke@citimortgage.com","Director of Sales"
"Exxon Mobil","PaaS: Analytics Cloud Expansion Project","Closed Lost","Q1-2025","121851.18","1","3/15/2025","1/12/2025","Plan re-engagement strategy with the CFO","Social Media","New Business","Stella Corbin","001Hu00003XRhqF","stella.corbin@exxonmobil.com","Director of Product"
"Comcast Cable","SaaS: EPM Implementation","Negotiate","Q1-2025","83745.48","73","3/16/2025","1/12/2025","Negotiate terms with the Product Manager","Event","New Business","Gabriel Cohen","001Hu00003XRhoL","gabriel.cohen@comcastcable.com","VP of Operations"
"Target Corporation - Technology Services","OCI: Compute Upgrade Proposal","Propose","Q1-2025","74011.08","49","3/16/2025","1/12/2025","Discuss pricing options with the Product Manager","Event","New Business","Wesley Byrd","001Hu00003XRhvs","wesley.byrd@targetcorporation-technologyservices.com","CIO"
"Verizon Wireless Messaging Services","SaaS: ERP Upgrade Proposal","Qualify","Q1-2025","480695.03","6","3/16/2025","1/12/2025","Schedule an initial call with the CEO","Social Media","New Business","Aurora Reed","001Hu00003XRho2","aurora.reed@verizonwirelessmessagingservices.com","Director of Operations"
"Target Corporation - Technology Services","OCI: Networking Expansion Project","Qualify","Q1-2025","450811.89","5","3/16/2025","1/12/2025","Schedule an initial call with the CTO","Event","Expansion","Taylor Berry","001Hu00003XRhvs","taylor.berry@targetcorporation-technologyservices.com","Director of Product"
"Pfizer Ltd","PaaS: IoT Cloud Expansion Project","Propose","Q1-2025","8094.36","55","3/16/2025","1/12/2025","Review the proposal with the CTO","Web","New Business","Ethan Benson","001Hu00003XRhsh","ethan.benson@pfizerltd.com","Senior Director"
"VERIZON GLOBAL NETWORKS, INC","SaaS: SCM Expansion Project","Propose","Q1-2025","27047.65","51","3/16/2025","1/12/2025","Send a proposal to the CTO","Event","New Business","","001Hu00003XRhvH","",""
"AT&T Wi Fi Services","OCI: IaaS Implementation","Qualify","Q1-2025","261351.25","7","3/16/2025","1/12/2025","Schedule an initial call with the VP of Sales","Referral","Renewal","","001Hu00003XRhoS","",""
"General Motors International Holdings, Inc.","SaaS: EPM Expansion Project","Negotiate","Q1-2025","43499.28","76","3/16/2025","1/12/2025","Negotiate terms with the VP of Sales","Cold Call","Expansion","","001Hu00003XRhsJ","",""
"Pfizer Andover","OCI: Compute Expansion Project","Closed Lost","Q1-2025","68495.69","3","3/16/2025","1/12/2025","Plan re-engagement strategy with the CEO","Referral","Renewal","Violet Colon","001Hu00003XRhpb","violet.colon@pfizerandover.com","Director of Sales"
"Walt Disney Parks and Resorts","SaaS: Financials Expansion Project","Closed Won","Q1-2025","26648.52","99","3/16/2025","1/12/2025","Set up a kickoff meeting with the CFO","Web","New Business","Carter Beck","001Hu00003XRhqn","carter.beck@waltdisneyparksandresorts.com","CFO"
"TARGETBASE MARKETING","OCI: Autonomous Database Expansion Project","Closed Won","Q1-2025","15924.04","96","3/16/2025","1/12/2025","Send a thank-you note to the Product Manager","Event","Expansion","Emmett Clay","001Hu00003XRhqB","emmett.clay@targetbasemarketing.com","Director of Sales"
"AT&T Corp Government Solutions","OCI: Storage Adoption Initiative","Meet & Present","Q1-2025","361156.21","26","3/17/2025","1/12/2025","Discuss initial feedback with the CTO","Social Media","New Business","","001Hu00003XRhpD","",""
"BOB TRESTER / PFIZER","SaaS: SCM Expansion Project","Qualify","Q1-2025","7616.44","7","3/17/2025","1/12/2025","Gather requirements from the CRO","Cold Call","New Business","","001Hu00003XRhrz","",""
"COMCAST SPORTSNET MID-ATLANTIC, L.P.","SaaS: ERP Upgrade Proposal","Meet & Present","Q1-2025","20381.93","25","3/17/2025","1/12/2025","Demonstrate product features to the CRO","Referral","New Business","","001Hu00003XRhwS","",""
"AT&T San Diego IDC","SaaS: EPM Implementation","Qualify","Q1-2025","6591.75","10","3/17/2025","1/12/2025","Send introduction email to the CFO","Social Media","New Business","","001Hu00003XRhov","",""
"AT&T INTERNET SERVICES","OCI: Compute Upgrade Proposal","Qualify","Q1-2025","5203.97","9","3/17/2025","1/12/2025","Send introduction email to the CFO","Social Media","Expansion","","001Hu00003XRhu5","",""
"BOEING","SaaS: HCM Upgrade Proposal","Negotiate","Q1-2025","79598.22","76","3/17/2025","1/12/2025","Resolve open concerns with the CTO","Web","New Business","Maya Holmes","001Hu00003XRhsb","maya.holmes@boeing.com","Director of Engineering"
"Walt Disney Pictures","PaaS: Blockchain Adoption Initiative","Meet & Present","Q1-2025","95959.34","30","3/17/2025","1/12/2025","Hold a meeting with the Director of Operations to present our solution","Referral","Renewal","Aurora Bird","001Hu00003XRhpK","aurora.bird@waltdisneypictures.com","CFO"
"Chevron - CITC","PaaS: Integration Cloud Implementation","Negotiate","Q1-2025","24652.82","77","3/17/2025","1/12/2025","Negotiate terms with the Product Manager","Cold Call","Renewal","Felix Webb","001Hu00003XRhol","felix.webb@chevron-citc.com","VP of Engineering"
"IBM SDO","SaaS: CX Expansion Project","Closed Lost","Q1-2025","5272.66","5","3/17/2025","1/12/2025","Document feedback from the Product Manager","Referral","New Business","Finn Berry","001Hu00003XRhsv","finn.berry@ibmsdo.com","CISO"
"BOEING AIRCRAFT","OCI: Storage Expansion Project","Closed Lost","Q1-2025","240583.08","4","3/17/2025","1/12/2025","Analyze reasons for loss with the VP of Sales","Social Media","Expansion","Sophia Corbett","001Hu00003XRhvh","sophia.corbett@boeingaircraft.com","Director of Product"
"Comcast C42357","SaaS: ERP Implementation","Closed Lost","Q1-2025","14404.63","4","3/17/2025","1/12/2025","Analyze reasons for loss with the Director of Operations","Web","New Business","Victoria Byrd","001Hu00003XRhnY","victoria.byrd@comcastc42357.com","Executive Director"
"Verizon Global Solutions","OCI: Storage Adoption Initiative","Closed Won","Q1-2025","88442.19","98","3/17/2025","1/12/2025","Send a thank-you note to the Director of Operations","Event","Renewal","Jordan Watson","001Hu00003XRhuJ","jordan.watson@verizonglobalsolutions.com","VP of Sales"
"CITI CARDS","SaaS: HCM Implementation","Closed Won","Q1-2025","7509.14","98","3/17/2025","1/12/2025","Send a thank-you note to the CTO","Social Media","New Business","Layla Atkins","001Hu00003XRhnf","layla.atkins@citicards.com","Senior Director"
"ExxonMobil Pipeline","SaaS: EPM Expansion Project","Propose","Q1-2025","75938.88","50","3/18/2025","1/12/2025","Discuss pricing options with the CFO","Social Media","Expansion","Naomi Burrell","001Hu00003XRhuV","naomi.burrell@exxonmobilpipeline.com","Regional Director"
"Metavante Corporation","SaaS: SCM Expansion Project","Meet & Present","Q1-2025","379552.68","29","3/18/2025","1/12/2025","Hold a meeting with the CEO to present our solution","Referral","New Business","Madison Mitchell","001Hu00003XRhns","madison.mitchell@metavantecorporation.com","VP of Product"
"Verizon Business (Managed Services) North America","SaaS: CX Adoption Initiative","Propose","Q1-2025","12349.53","50","3/18/2025","1/12/2025","Discuss pricing options with the CFO","Web","Expansion","Paisley Garcia","001Hu00003XRhpU","paisley.garcia@verizonbusinessnorthamerica.com","VP of Product"
"IBM Unica","OCI: Autonomous Database Adoption Initiative","Qualify","Q1-2025","23857.40","10","3/18/2025","1/12/2025","Gather requirements from the CRO","Social Media","Renewal","Dylan Myers","001Hu00003XRhqu","dylan.myers@ibmunica.com","VP of Product"
"Comcast","SaaS: EPM Upgrade Proposal","Meet & Present","Q1-2025","26738.20","20","3/18/2025","1/12/2025","Discuss initial feedback with the CEO","Social Media","Expansion","Olivia Robertson","001Hu00003XRhoO","olivia.robertson@comcast.com","Director of Operations"
"COMCAST CABLE COMMUNICAT","OCI: Storage Adoption Initiative","Negotiate","Q1-2025","60247.13","70","3/18/2025","1/12/2025","Finalize contract details with the CFO","Social Media","New Business","Caleb Price","001Hu00003XRhoi","caleb.price@comcastcablecommunicat.com","VP of Engineering"
"AT&T DG","SaaS: EPM Implementation","Negotiate","Q1-2025","12340.79","77","3/18/2025","1/12/2025","Finalize contract details with the CTO","Social Media","Renewal","","001Hu00003XRhsc","",""
"Microsoft Store","PaaS: Integration Cloud Expansion Project","Propose","Q1-2025","361715.04","50","3/18/2025","1/12/2025","Send a proposal to the VP of Sales","Cold Call","Expansion","Nora Reeves","001Hu00003XRhqX","nora.reeves@microsoftstore.com","CRO"
"VERIZON BUSINESS-DEN5","OCI: Autonomous Database Implementation","Negotiate","Q1-2025","51140.34","78","3/18/2025","1/12/2025","Resolve open concerns with the CEO","Event","Renewal","James Stewart","001Hu00003XRhu3","james.stewart@verizonbusiness-den5.com","Regional Director"
